-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 5.342105263157894690e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 6.842105263157894912e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.052631578947368397e-02 5.763157894736842257e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 4.868421052631579093e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 3.815789473684210731e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 2.842105263157894690e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.052631578947368397e-02 1.815789473684210620e-01
-9.894736842105262831e-01 9.684210526315789602e-01 1.315789473684210453e-02 8.684210526315790102e-02
-9.921052631578947123e-01 9.684210526315789602e-01 1.052631578947368397e-02 -1.578947368421052683e-02
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 -1.157894736842105254e-01
-9.921052631578947123e-01 9.710526315789473895e-01 1.315789473684210453e-02 -2.105263157894736725e-01
-9.921052631578947123e-01 9.736842105263158187e-01 1.052631578947368397e-02 -3.131578947368420796e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.052631578947368397e-02 -4.184210526315789713e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 -5.157894736842105754e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 -6.157894736842105532e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.315789473684210453e-02 -7.131578947368421018e-01
-9.921052631578947123e-01 9.710526315789473895e-01 1.315789473684210453e-02 -8.157894736842105088e-01
-9.921052631578947123e-01 9.684210526315789602e-01 1.052631578947368397e-02 -9.157894736842104866e-01
-9.921052631578947123e-01 9.710526315789473895e-01 -2.631578947368420993e-03 -9.947368421052631415e-01
-9.921052631578947123e-01 9.684210526315789602e-01 -8.421052631578947179e-02 -9.815789473684211064e-01
-9.921052631578947123e-01 9.684210526315789602e-01 -9.210526315789473173e-02 -8.947368421052631637e-01
-9.921052631578947123e-01 9.789473684210526772e-01 -9.210526315789473173e-02 -7.815789473684210398e-01
-9.921052631578947123e-01 9.684210526315789602e-01 -9.473684210526316096e-02 -6.868421052631579204e-01
-9.921052631578947123e-01 9.684210526315789602e-01 -9.210526315789473173e-02 -5.842105263157895134e-01
-9.921052631578947123e-01 9.710526315789473895e-01 -9.210526315789473173e-02 -4.815789473684210509e-01
-9.921052631578947123e-01 9.710526315789473895e-01 -9.210526315789473173e-02 -3.894736842105263053e-01
-9.921052631578947123e-01 9.684210526315789602e-01 -9.210526315789473173e-02 -2.815789473684210398e-01
-9.921052631578947123e-01 9.684210526315789602e-01 -9.210526315789473173e-02 -1.842105263157894635e-01
-9.921052631578947123e-01 9.710526315789473895e-01 -9.210526315789473173e-02 -8.157894736842105643e-02
-9.921052631578947123e-01 9.684210526315789602e-01 -9.210526315789473173e-02 1.578947368421052683e-02
-9.921052631578947123e-01 9.684210526315789602e-01 -9.210526315789473173e-02 1.184210526315789408e-01
-9.921052631578947123e-01 9.710526315789473895e-01 -9.473684210526316096e-02 2.131578947368421018e-01
-9.921052631578947123e-01 9.710526315789473895e-01 -9.210526315789473173e-02 3.184210526315789380e-01
